"Antibiotic","KENYA_30_SAMPLE_POOL_20M","KENYA_30_SAMPLE_POOL_50M","KENYA_30_SAMPLE_POOL","KENYA_POP_POOL_20M","KENYA_POP_POOL_50M","UK_30_SAMPLE_POOL_20M","UK_30_SAMPLE_POOL_50M","UK_30_SAMPLE_POOL","UK_POP_POOL_20M","UK_POP_POOL_50M"
"AB_cefdinir",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_cefditoren",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_cefepime",32.9695096418733,82.5926971326843,312.57200274619,24.1247651919944,64.7057253047262,80.5620952898237,193.599401805815,705.503169176379,91.9076065543727,228.216528586886
"AB_cefixime",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_cefmetazole",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_cefonicid",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_cefotaxime",4.43303386442913,11.6755050426931,30.5298290807218,5.2017153818741,10.644964762091,4.68183693863452,7.47969797454907,20.9975427638637,3.775969480584,6.5034415481171
"AB_cefotiam",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_cefoxitin",2.25730994152047,7.07146952179748,17.1914430597392,2.24311889064602,3.85653692946238,3.67933067297036,6.47719170888491,18.5832501515991,3.12804283954179,8.30506059829568
"AB_cefpodoxime",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_cefprozil",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_cefradine",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_ceftaroline",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_ceftazidime",59.6811955330521,144.410176405459,519.623515903365,33.2273827657564,84.3492431399062,79.1357493048709,180.593363303275,644.733215234036,105.586838754873,263.888588647056
"AB_ceftibuten",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_ceftiofur",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_ceftizoxime",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_ceftobiprole",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_ceftriaxone",29.3655300576417,71.708985812626,267.943658718879,10.9870192313242,22.7182223786065,11.7877232595497,21.1771488495259,59.6215489341851,10.4750008192107,17.3193829053995
"AB_cefuroxime",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_cephaloridine",12.0758447297409,30.179411054396,105.388647841502,9.82748396547295,20.4353183684847,33.2680369993386,84.2241444151535,295.939193697538,31.0087005697039,85.0021002778868
"AB_cephapirin",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_chloramphenicol",617.250453101479,1469.57115723318,5437.79424444391,499.288260400789,1178.67868736349,1767.0039118401,4329.50935721393,15520.2181094244,2038.51842340867,5113.88361430153
"AB_chlortetracycline",172.39455503997,406.315617917077,1469.10512549675,211.569902073278,509.80470152065,388.974886829039,947.067592624079,3355.04551565891,353.964932823379,912.796272318693
"AB_cinoxacin",0.729626580857592,1.04156473960822,1.67285484242006,0.9951245575369,0.999579242636746,3.18332122592555,4.2135382500933,8.08992521708269,4.41620140854285,9.89648944099379
"AB_ciprofloxacin",324.633755386451,786.609140529488,2911.0510378271,253.036414509386,604.412275808548,681.811856785504,1704.15772223796,6038.21548473876,917.665746742946,2254.34127882011
"AB_clarithromycin",32.5727413605512,66.94797983515,257.192598856394,102.120917543947,235.819389129412,69.2281881601351,175.485011606593,615.472355644228,114.664643730381,275.741500066675
"AB_clinafloxacin",0.729626580857592,1.04156473960822,1.67285484242006,0.9951245575369,0.999579242636746,3.18332122592555,4.2135382500933,8.08992521708269,4.41620140854285,9.89648944099379
"AB_clindamycin",264.92792968986,640.41170142781,2374.95452248391,295.898884425845,701.471941509017,1137.15315925205,2803.54739526166,10079.8422407046,1234.14791132464,3083.75255649797
"AB_clorobiocin",35.6234626348335,87.0936034062279,329.013774280541,37.3169534881662,84.2837740334103,62.1663755966174,159.329445356781,571.615371931476,110.192162395347,281.447999830377
"AB_cloxacillin",216.435245284102,539.822181567038,2019.89971008604,169.67140119551,425.5115530465,541.626021186762,1330.61362342054,4730.60299332695,717.856350223657,1781.08798117337
"AB_coumermycinA1",35.6234626348335,87.0936034062279,329.013774280541,37.3169534881662,84.2837740334103,62.1663755966174,159.329445356781,571.615371931476,110.192162395347,281.447999830377
"AB_dalfopristin",264.92792968986,640.41170142781,2375.95566963168,295.898884425845,701.471941509017,1137.15315925205,2803.54739526166,10079.8422407046,1234.14791132464,3083.75255649797
"AB_dapsone",234.789619405183,587.649490177172,2157.06686570211,165.401093414398,447.35593881682,152.501391466852,399.644195627456,1427.219916392,332.504137487201,827.059957140023
"AB_daptomycin",5.30998366347243,5.52501370052352,13.1433480821701,10.0357361074708,15.9612163072529,24.868880066568,60.6257824456696,200.466765080576,34.8823818024318,80.4289866227068
"AB_defensin",0,0,0,0,0,2.33358943205641,6.20531502695418,22.0040918215786,1.13146630355468,1.8019389549614
"AB_demeclocycline",141.019184787518,337.974448313932,1224.49081766499,181.067823874645,439.764237348439,286.023009592547,696.449820301008,2497.13699339638,244.30567099063,634.427397948375
"AB_dibekacin",70.0029926772668,160.476329913077,603.904047464631,70.4432045974812,179.235236751579,230.945433446018,553.346107977316,2029.94368185389,246.961401244021,640.721289830855
"AB_dicloxacillin",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_dirithromycin",32.5727413605512,66.94797983515,257.192598856394,102.120917543947,235.819389129412,69.2281881601351,175.485011606593,615.472355644228,114.664643730381,275.741500066675
"AB_doripenem",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_doxycycline",141.019184787518,337.974448313932,1224.49081766499,181.067823874645,439.764237348439,286.023009592547,696.449820301008,2497.13699339638,244.906139839898,636.43386067261
"AB_enacyloxinIIa",33.325467159229,84.7719380442465,283.349869710223,36.7050213234702,82.6453080193511,159.496258247368,356.276006759181,1292.17573309246,162.756709741406,421.082665214753
"AB_enoxacin",68.0974312673265,178.03548146777,643.929802748908,56.5944654897094,136.517900571014,199.437155680771,493.025990165306,1754.88836447317,270.869907281403,674.762664326935
"AB_ertapenem",30.3003192597762,74.9598074307045,263.949933040598,21.7801961470443,59.0990876750131,70.2583726452384,167.076514952578,609.698724682147,100.29418694266,255.420199152018
"AB_erythromycin",643.726723575094,1537.52367964435,5728.13030534868,597.83766293938,1415.45617608097,1843.68673650471,4542.67722863277,16189.3739010577,2184.69251220558,5437.94558220247
"AB_fleroxacin",0.729626580857592,1.04156473960822,1.67285484242006,0.9951245575369,0.999579242636746,3.18332122592555,4.2135382500933,8.08992521708269,4.41620140854285,9.89648944099379
"AB_florfenicol",254.168273584607,615.868498958133,2292.99459332205,252.884946279514,607.895105900603,1104.56111244293,2722.85548351298,9792.08064940642,1206.94940997138,3019.23544618605
"AB_flucloxacillin",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_gatifloxacin",54.8302451631082,146.93548312203,518.789973773085,45.3595564739939,109.352283613524,155.314053943798,391.341047973339,1392.74429992207,228.538183271011,583.43500640501
"AB_grepafloxacin",54.8302451631082,146.93548312203,516.789794636816,45.3595564739939,109.352283613524,155.314053943798,389.6679678328,1387.17108407614,209.173602897615,528.434120075488
"AB_griseoviridin",263.925925681844,639.416377446514,2374.5232824693,294.900288594727,700.78642565834,1133.39831197788,2798.53183808095,10058.8104113377,1229.15639462951,3074.54635934382
"AB_hygromycinB",45.0703133879199,107.763867326101,400.922844677465,42.4080844721,101.899562080921,175.074630247027,428.944707369625,1535.05107516336,169.110259090327,448.641576521949
"AB_iclaprim",140.836783809325,362.874453126788,1334.87528820652,142.993023616508,335.89777657161,92.5265709471544,221.061255965464,797.117555315924,114.778339891398,297.912570011807
"AB_imipenem",46.0534574512768,97.5845681519728,340.414570884849,27.5783026746144,68.0741913181442,75.2635994783683,174.26234281135,622.680712514398,101.200651850382,258.414207061255
"AB_isepamicin",70.0029926772668,160.476329913077,603.904047464631,70.4432045974812,179.793916916558,232.817125713992,559.306983260534,2045.65432227384,247.623470014201,644.929803416269
"AB_kanamycinA",107.183345491688,265.683342370176,996.219692490737,107.891354761858,276.366658051844,341.998080633859,840.741171191848,3049.90182558092,418.262866966438,1078.77991294849
"AB_kasugamycin",26.0583820393012,64.5384061103905,239.181342172263,22.980340238199,55.9586395734256,108.891869892662,280.775143712671,1001.65147609059,121.774246411676,303.162487390114
"AB_kitasamycin",20.8541800506436,45.0823240844676,152.320391478881,8.60612110369297,12.28985822633,7.19762501566704,8.86083816374534,22.8490838396135,1.40764529395973,5.92119133211574
"AB_levofloxacin",73.3795363946871,188.012419490164,664.453853408012,58.8216410817974,141.233220925731,200.808961712401,498.013074902233,1746.07635197065,281.603136474823,701.917536002606
"AB_lincomycin",265.77705524234,642.985450168871,2382.57639189951,296.225804599172,703.677617540289,1160.35889591949,2866.4193774159,10301.4598711917,1276.10210701648,3193.79921368525
"AB_linezolid",2.45730780746005,3.1701982228298,4.040287727192,1.04588744588745,4.26193487415396,26.5923472633238,57.4239332096475,207.718712483689,7.20559189722284,20.6598474486717
"AB_lomefloxacin",54.8302451631082,146.93548312203,516.789794636816,45.3595564739939,109.352283613524,155.314053943798,389.6679678328,1387.17108407614,209.173602897615,528.434120075488
"AB_loracarbef",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_madumycinII",263.925925681844,639.416377446514,2374.5232824693,294.900288594727,700.78642565834,1133.39831197788,2798.53183808095,10058.8104113377,1229.15639462951,3074.54635934382
"AB_mecillinam",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_meropenem",34.8959704567815,79.0183863418847,294.610988008525,12.8763613859866,25.4267821945505,12.3459534328375,19.3150467181305,49.1234385532104,6.79796086781841,9.95161675131352
"AB_methicillin",0,3.47478442888994,5.07360519006074,0.811020125213925,2.84508322285198,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_metronidazole",28.1303476272156,66.4945688965123,248.742133790738,19.7615254431104,47.6334088050315,45.0112847341338,120.15126815323,418.547101200686,65.7532875929102,153.615414522584
"AB_mezlocillin",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_microcinJ25",18.2684939172749,50.4010510948905,185.772481751825,15.2205291970803,41.8236733576642,31.1302591240876,83.7203540145985,289.114868004866,58.3639190997567,143.854319951338
"AB_minocycline",149.032026386708,356.248175165784,1282.37794107571,189.420410423271,455.168518093501,291.437650635945,707.742867110412,2524.13483241788,248.336067680128,641.137010521475
"AB_moenomycinA1",0,0.790403079135473,0.790403079135473,0,0.999520230289461,0,0,0,0,0
"AB_moxalactam",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_moxifloxacin",54.8302451631082,147.725886201166,519.58037685222,45.3595564739939,110.351803843813,155.314053943798,391.341047973339,1392.74429992207,228.538183271011,583.43500640501
"AB_nalidixicacid",238.240504807521,593.771762297566,2166.2514201529,185.989619950332,472.689854265258,626.581615119665,1577.80175737123,5483.14118736207,826.546621641531,2096.97949980591
"AB_neomycin",75.7353561748245,178.57176546769,656.028332205279,76.3616365937814,198.704550878228,241.744941216339,579.525929280858,2108.23705205366,256.26930599515,666.305674112209
"AB_netilmicin",70.0029926772668,160.476329913077,603.904047464631,70.4432045974812,179.235236751579,230.945433446018,553.346107977316,2029.94368185389,246.961401244021,643.682576909789
"AB_nitrofurantoin",30.7041528418999,86.5201565643088,300.518630136106,28.1259742174711,64.6450046148976,78.2322032702086,199.929529756148,705.196015362793,99.0913294823588,254.800098605903
"AB_norfloxacin",417.130258995515,1039.3762698219,3810.30576674639,323.942262936303,778.990944014535,959.929263697552,2329.92958335339,8184.32114522014,1278.71997255439,3140.83782647004
"AB_novobiocin",221.41052434748,542.801952689316,1982.23736941124,164.574051365327,380.403956550771,384.832898263606,953.912649818206,3350.103975063,500.234103540637,1265.83592483533
"AB_ofloxacin",97.9578132369425,243.855425944519,863.373886775528,67.9783771411953,158.602489553046,209.88935603324,507.442717171787,1768.49569858678,266.566067409019,654.065899640318
"AB_oleandomycin",32.5727413605512,66.94797983515,257.192598856394,102.120917543947,235.819389129412,69.2281881601351,175.485011606593,615.472355644228,114.664643730381,275.741500066675
"AB_ostreogrycinB3",263.925925681844,639.416377446514,2373.52213532152,294.900288594727,700.78642565834,1133.39831197788,2798.53183808095,10058.8104113377,1229.15639462951,3074.54635934382
"AB_oxacillin",216.435245284102,539.822181567038,2019.89971008604,171.125461039054,428.103389331538,542.293537623097,1331.75423530732,4732.15374333056,718.874211047735,1782.81717901832
"AB_oxytetracycline",141.019184787518,337.974448313932,1224.49081766499,182.52188371819,442.356073633477,286.690526028881,697.590432187787,2498.6877434,245.323531814708,636.156595793332
"AB_panipenem",27.2109846030962,62.7105200849004,238.064055421725,8.48859012748404,17.4631912887563,7.87487039396836,12.5143420850329,32.6201979396243,3.53918489844683,4.86854026892628
"AB_paromomycin",49.0672948464005,121.226188050402,438.073594550609,47.3314214250704,119.305053732974,184.874750974735,453.905149695579,1610.21340559184,179.416885477761,474.230204961466
"AB_patricinA",263.925925681844,639.416377446514,2373.52213532152,294.900288594727,700.78642565834,1133.39831197788,2798.53183808095,10058.8104113377,1229.15639462951,3074.54635934382
"AB_pefloxacin",73.3795363946871,188.012419490164,662.453674271743,58.8216410817974,141.233220925731,200.808961712401,496.339994761695,1740.50313612473,262.238556101427,646.916649673084
"AB_piperacillin",30.3003192597762,74.9598074307045,263.949933040598,21.7801961470443,59.0990876750131,70.2583726452384,167.076514952578,609.698724682147,100.29418694266,255.420199152018
"AB_plazomicin",7.06626402167551,11.7207348696382,44.0575185995197,8.65906504421714,29.1761307831957,12.6910387795408,23.7965927011321,80.7216999519891,19.6153138361294,50.1896906745229
"AB_pleuromutilin",2.000008000032,2.58624421419536,4.24696648858056,2.46726725723711,2.67293462633049,5.17264976442375,6.70413404996214,24.5057656043756,7.58700991920898,14.2534909519181
"AB_propicillin",0,2.68438134975446,4.28320211092526,0.811020125213925,1.84556299256252,1.69038701841533,2.81655813914496,7.22455247718053,1.25849715399134,2.08731014313447
"AB_pulvomycin",33.325467159229,84.7719380442465,283.349869710223,36.7050213234702,82.6453080193511,159.496258247368,356.276006759181,1292.17573309246,162.756709741406,421.082665214753
"AB_puromycin",55.3287860361093,141.218181965152,519.188014028202,61.1426050255709,138.124497221965,118.240340421335,289.051479985614,1023.9297946533,221.665381174018,533.647482340938
"AB_quinupristin",264.92792968986,640.41170142781,2374.95452248391,295.898884425845,701.471941509017,1137.15315925205,2804.20559142423,10080.9586286029,1235.1503572928,3084.75439492312
"AB_ribostamycin",49.0672948464005,121.226188050402,438.073594550609,47.3314214250704,119.305053732974,184.874750974735,453.905149695579,1610.21340559184,179.416885477761,474.230204961466
"AB_rifabutin",32.3253867768518,76.3065158691938,267.930517627349,36.8683031721688,85.1707261541475,97.6778763444621,242.771106371186,851.56670678816,129.226776135181,313.886398921148
"AB_rifampin",291.83795846023,711.675760291776,2632.68159664272,246.032239827642,580.315033933166,709.97061481978,1748.28639283924,6260.06347351834,915.328283982775,2291.82812967093
"AB_rifapentine",32.3253867768518,76.3065158691938,267.930517627349,36.8683031721688,85.1707261541475,97.6778763444621,242.771106371186,851.56670678816,129.226776135181,313.886398921148
"AB_rifaximin",32.3253867768518,76.3065158691938,267.930517627349,36.8683031721688,85.1707261541475,97.6778763444621,242.771106371186,851.56670678816,129.226776135181,313.886398921148
"AB_rokitamycin",20.8541800506436,45.0823240844676,152.320391478881,8.60612110369297,12.28985822633,7.19762501566704,8.86083816374534,22.8490838396135,1.40764529395973,5.92119133211574
"AB_roxithromycin",32.5727413605512,66.94797983515,257.192598856394,102.120917543947,235.819389129412,69.2281881601351,175.485011606593,615.472355644228,114.664643730381,275.741500066675
"AB_sisomicin",70.0029926772668,160.476329913077,603.904047464631,70.4432045974812,179.235236751579,230.945433446018,553.346107977316,2029.94368185389,246.961401244021,643.682576909789
"AB_sitafloxacin",8.1189202231203,15.3788230544125,56.1075825875131,2.44603580864977,4.50013019496575,2.57651681628345,2.56574264269211,7.19631629011168,2.01078996530702,2.08260451161519
"AB_sparfloxacin",62.9491653862285,163.104709255578,575.687959439734,47.8055922826437,114.851934038779,157.890570760081,393.906790616031,1399.94061621218,230.548973236318,585.517610916625
"AB_spectinomycin",84.0401025500409,200.650082255263,748.976604749766,76.9607888665115,197.216014323515,296.268992781825,720.176018889129,2589.16073712272,353.11482986679,905.533304489037
"AB_spiramycin",17.8045073649662,34.8469930801831,136.970932189727,51.4701162194435,107.664324008,37.637706923932,99.7747422909202,342.609962708246,41.7282993595204,92.3510298679997
"AB_streptomycin",298.910154269155,735.432362539119,2786.54085319226,260.063514340571,642.146040902859,463.875787714654,1151.03071955117,4107.57773957817,685.452784718023,1735.70942262955
"AB_streptothricin",56.4128036747189,132.387931017714,492.322702374936,55.6833654915261,132.536980339541,182.714551022109,449.695777263513,1611.56647274711,180.25011600938,477.040697983434
"AB_teicoplanin",0,0,0,0,0,0,0,0,7.98068638494612,15.0637756596026
"AB_telithromycin",276.670228000498,668.635963306224,2512.2566492802,347.006758440616,827.183105676333,1139.90609747441,2823.99268767109,10138.8572044954,1303.31736755958,3250.17839328257
"AB_tetracycline",746.027349446781,1779.19774411233,6534.38122898367,608.805564395458,1453.26746070495,1346.94536498032,3270.22177028246,11633.1702090579,1499.71603748028,3752.5147233276
"AB_tetroxoprim",140.836783809325,362.874453126788,1334.87528820652,142.993023616508,335.89777657161,92.5265709471544,221.061255965464,797.117555315924,114.778339891398,297.912570011807
"AB_thiamphenicol",282.777665449925,672.124542533355,2480.82808320577,264.997245763538,635.097373529791,1113.87838886678,2740.26307326855,9848.63182243376,1216.05233558454,3042.18039059022
"AB_ticarcillin",49.6672837372433,117.217551318063,434.158550273614,29.7528280077409,73.8550876759998,73.928925226451,171.681402833248,622.668296625577,103.066088196897,257.101884249495
"AB_tigecycline",373.706690757579,913.649826732256,3373.20381369493,308.549391175812,736.789579161042,861.80915523363,2108.48642025412,7568.01939219448,1059.20472724609,2686.12321855257
"AB_tobramycin",110.835460658725,255.348483863115,943.608558000755,96.1414803284593,245.411693152774,305.710838594942,728.807722211622,2661.23535305766,349.987710029985,903.948518411275
"AB_trimethoprim",213.576455663545,525.025440008518,1919.77132132942,169.806728211583,384.947402945235,117.936529374706,258.937807996041,903.023235470954,129.092399317221,323.927825248093
"AB_trimethoprimsulfamethoxazole",27.2109846030962,62.7105200849004,238.064055421725,8.48859012748404,17.4631912887563,7.87487039396836,12.5143420850329,32.6201979396243,3.53918489844683,4.86854026892628
"AB_trovafloxacin",54.8302451631082,146.93548312203,516.789794636816,45.3595564739939,109.352283613524,155.314053943798,389.6679678328,1387.17108407614,209.173602897615,528.434120075488
"AB_tylosin",17.8045073649662,34.8469930801831,137.972267303212,52.8225418602702,110.438531450887,37.637706923932,99.7747422909202,342.609962708246,41.7282993595204,92.3510298679997
"AB_vancomycin",2.60645757575022,2.50575689786737,4.82643056667908,0.997765006385696,2.11730146555655,0.643276363573777,0,0.643276363573777,9.47944582836027,16.6928244590875
"AB_virginiamycinS2",263.925925681844,639.416377446514,2373.52213532152,294.900288594727,700.78642565834,1133.39831197788,2798.53183808095,10058.8104113377,1229.15639462951,3074.54635934382
